report_id,report_date,location,report_type,report_text,hazard_category,sif_precursor,severity,risk_score,recommended_action
OIL-SAF-02388,2026-06-06,Maintenance Area,Near Miss,safety gloves were not used during plant operation at the maintenance area. No immediate injury was reported.,PPE,No,Low,7,Corrective action and follow-up required
OIL-SAF-04244,2025-10-22,Loading Area,Unsafe Act,toxic vapor was observed in work area during inspection at the loading area. Immediate corrective action was initiated.,Chemical Exposure,Yes,Medium,89,Immediate intervention required
OIL-SAF-03996,2025-03-19,Refinery,Unsafe Condition,worker handled hazardous chemical without required protection during loading/unloading at the refinery. Immediate corrective action was initiated.,Chemical Exposure,Yes,Critical,96,Inspect area and implement controls
OIL-SAF-04066,2026-01-25,Pipeline Area,Unsafe Act,lockout tagout was not applied before maintenance during inspection at the pipeline area. Immediate corrective action was initiated.,Energy Isolation,Yes,Medium,81,Inspect area and implement controls
OIL-SAF-01862,2026-04-27,Loading Area,Unsafe Condition,hot work was performed without adequate fire protection during loading/unloading at the loading area.,Fire/Explosion,Yes,Critical,75,Stop activity and correct hazard
OIL-SAF-00641,2025-01-13,Storage Area,Near Miss,worker was not wearing helmet during plant operation at the storage area. No immediate injury was reported.,PPE,No,Low,32,Inspect area and implement controls
OIL-SAF-03903,2026-02-05,Gas Processing Plant,Near Miss,pipeline maintenance started without pressure isolation during equipment maintenance at the gas processing plant.,Pressure,No,Low,18,Immediate intervention required
OIL-SAF-00638,2026-02-16,Workshop,Near Miss,lockout tagout was not applied before maintenance during routine maintenance at the workshop. No immediate injury was reported.,Energy Isolation,No,Low,40,Corrective action and follow-up required
OIL-SAF-04263,2025-04-22,Pipeline Area,Unsafe Condition,poor housekeeping created a slip hazard during loading/unloading at the pipeline area.,Housekeeping,No,Low,7,Inspect area and implement controls
OIL-SAF-03911,2025-10-01,Gas Processing Plant,Unsafe Condition,chemical container was leaking without containment during equipment maintenance at the gas processing plant. Immediate corrective action was initiated.,Chemical Exposure,Yes,High,90,Inspect area and implement controls
OIL-SAF-02987,2026-05-16,Workshop,Near Miss,worker handled hazardous chemical without required protection during loading/unloading at the workshop.,Chemical Exposure,No,Medium,17,Corrective action and follow-up required
OIL-SAF-02097,2025-06-01,Drilling Site,Unsafe Act,alarm was ignored during process operation during plant operation at the drilling site. Immediate corrective action was initiated.,Process Safety,Yes,High,75,Immediate intervention required
OIL-SAF-04612,2026-03-02,Gas Processing Plant,Unsafe Act,operating procedure was not followed during plant operation at the gas processing plant. Immediate corrective action was initiated.,Process Safety,Yes,High,81,Inspect area and implement controls
OIL-SAF-03076,2025-10-18,Refinery,Near Miss,worker was not wearing helmet during loading/unloading at the refinery.,PPE,No,Medium,26,Immediate intervention required
OIL-SAF-03675,2025-12-13,Refinery,Unsafe Act,pipeline maintenance started without pressure isolation during plant operation at the refinery. Immediate corrective action was initiated.,Pressure,Yes,Medium,91,Stop activity and correct hazard
OIL-SAF-02842,2026-08-24,Production Unit,Unsafe Condition,chemical transfer was performed without proper controls during loading/unloading at the production unit.,Chemical Exposure,No,Low,22,Inspect area and implement controls
OIL-SAF-00922,2025-02-11,Pipeline Area,Unsafe Condition,worker handled exposed electrical wiring during routine maintenance at the pipeline area. Immediate corrective action was initiated.,Electrical,Yes,Critical,67,Stop activity and correct hazard
OIL-SAF-00547,2025-07-11,Storage Area,Unsafe Act,maintenance was performed without electrical lockout during loading/unloading at the storage area.,Electrical,No,Low,15,Corrective action and follow-up required
OIL-SAF-03667,2025-01-12,Workshop,Unsafe Act,pressurized equipment was opened without depressurization during contractor activity at the workshop.,Pressure,No,Low,50,Stop activity and correct hazard
OIL-SAF-01901,2026-06-26,Maintenance Area,Near Miss,pressurized equipment was opened without depressurization during inspection at the maintenance area.,Pressure,Yes,High,62,Immediate intervention required
OIL-SAF-02029,2025-02-18,Production Unit,Near Miss,chemical transfer was performed without proper controls during loading/unloading at the production unit.,Chemical Exposure,Yes,Medium,58,Inspect area and implement controls
OIL-SAF-02302,2025-05-21,Maintenance Area,Near Miss,crane load was moved over personnel during loading/unloading at the maintenance area.,Heavy Equipment,Yes,Critical,58,Stop activity and correct hazard
OIL-SAF-01886,2025-10-02,Maintenance Area,Near Miss,toxic vapor was observed in work area during loading/unloading at the maintenance area.,Chemical Exposure,Yes,Critical,80,Inspect area and implement controls
OIL-SAF-01643,2025-06-25,Workshop,Unsafe Act,oil leakage was observed near hot equipment during plant operation at the workshop.,Fire/Explosion,Yes,Critical,75,Stop activity and correct hazard
OIL-SAF-03510,2025-08-30,Pipeline Area,Unsafe Act,technician used ladder without proper fall protection during plant operation at the pipeline area. Immediate corrective action was initiated.,Working at Height,Yes,Medium,72,Corrective action and follow-up required
OIL-SAF-04810,2025-05-24,Refinery,Unsafe Condition,electrical panel was opened without isolation during plant operation at the refinery. Immediate corrective action was initiated.,Electrical,Yes,Critical,92,Immediate intervention required
OIL-SAF-02098,2025-12-03,Drilling Site,Unsafe Act,electrical panel was opened without isolation during routine maintenance at the drilling site. Immediate corrective action was initiated.,Electrical,Yes,High,64,Immediate intervention required
OIL-SAF-04358,2025-03-09,Production Unit,Near Miss,worker handled hazardous chemical without required protection during contractor activity at the production unit. Immediate corrective action was initiated.,Chemical Exposure,Yes,High,83,Inspect area and implement controls
OIL-SAF-03789,2025-03-20,Maintenance Area,Unsafe Act,safety goggles were missing during equipment maintenance at the maintenance area.,PPE,No,Low,35,Stop activity and correct hazard
OIL-SAF-04495,2025-10-18,Storage Area,Unsafe Act,worker started maintenance without verifying zero energy during contractor activity at the storage area.,Energy Isolation,No,Low,38,Immediate intervention required
OIL-SAF-04968,2026-05-11,Storage Area,Unsafe Act,worker was not wearing helmet during routine maintenance at the storage area.,PPE,No,Low,23,Stop activity and correct hazard
OIL-SAF-00837,2025-01-12,Production Unit,Near Miss,electrical panel was opened without isolation during inspection at the production unit. Immediate corrective action was initiated.,Electrical,Yes,High,80,Inspect area and implement controls
OIL-SAF-00602,2026-02-16,Workshop,Unsafe Act,worker was working at height without fall protection during inspection at the workshop. Immediate corrective action was initiated.,Working at Height,Yes,High,59,Inspect area and implement controls
OIL-SAF-02185,2025-10-14,Gas Processing Plant,Unsafe Act,electrical panel was opened without isolation during inspection at the gas processing plant. Immediate corrective action was initiated.,Electrical,Yes,Critical,74,Inspect area and implement controls
OIL-SAF-03866,2026-06-01,Refinery,Unsafe Condition,person worked near an unprotected edge during equipment maintenance at the refinery. Immediate corrective action was initiated.,Working at Height,Yes,Critical,77,Inspect area and implement controls
OIL-SAF-02482,2025-04-08,Storage Area,Near Miss,worker entered the operating area of heavy equipment during loading/unloading at the storage area.,Heavy Equipment,No,Low,53,Inspect area and implement controls
OIL-SAF-04308,2025-05-18,Maintenance Area,Unsafe Condition,entered confined space without gas testing during inspection at the maintenance area. Immediate corrective action was initiated.,Confined Space,Yes,Medium,97,Corrective action and follow-up required
OIL-SAF-01583,2025-04-02,Pipeline Area,Unsafe Act,worker handled exposed electrical wiring during inspection at the pipeline area.,Electrical,Yes,Critical,63,Corrective action and follow-up required
OIL-SAF-04267,2026-03-16,Refinery,Unsafe Act,worked inside vessel without atmospheric monitoring during equipment maintenance at the refinery.,Confined Space,Yes,High,89,Corrective action and follow-up required
OIL-SAF-02534,2026-07-30,Maintenance Area,Unsafe Condition,pressurized equipment was opened without depressurization during loading/unloading at the maintenance area. Immediate corrective action was initiated.,Pressure,Yes,High,82,Inspect area and implement controls
OIL-SAF-02726,2025-07-10,Gas Processing Plant,Unsafe Condition,improper lifting technique was observed during contractor activity at the gas processing plant. No immediate injury was reported.,Lifting,No,Low,5,Supervisor review required
OIL-SAF-01071,2025-07-04,Production Unit,Unsafe Condition,crane load was moved over personnel during equipment maintenance at the production unit.,Heavy Equipment,No,Low,29,Corrective action and follow-up required
OIL-SAF-01776,2026-04-08,Pipeline Area,Near Miss,entered confined space without gas testing during inspection at the pipeline area. Immediate corrective action was initiated.,Confined Space,Yes,High,66,Supervisor review required
OIL-SAF-04809,2025-07-17,Pipeline Area,Unsafe Act,critical safety barrier was bypassed during equipment maintenance at the pipeline area.,Process Safety,No,Low,13,Corrective action and follow-up required
OIL-SAF-01284,2025-07-10,Workshop,Near Miss,safety goggles were missing during plant operation at the workshop. Immediate corrective action was initiated.,PPE,Yes,High,87,Inspect area and implement controls
OIL-SAF-03051,2025-01-27,Drilling Site,Unsafe Condition,electrical panel was opened without isolation during contractor activity at the drilling site.,Electrical,Yes,Critical,88,Immediate intervention required
OIL-SAF-04754,2025-11-21,Storage Area,Unsafe Condition,operating procedure was not followed during contractor activity at the storage area. Immediate corrective action was initiated.,Process Safety,Yes,High,60,Supervisor review required
OIL-SAF-01837,2026-06-04,Production Unit,Near Miss,oil spill was observed on walking surface during routine maintenance at the production unit.,Housekeeping,No,Low,10,Supervisor review required
